,0.5,1.0,2.0,3.0,5.0,10.0,15.0,50.0,100.0
5,2.8965023500745595,4.531662686559656,6.166823023044753,7.123330502555122,8.328387411489874,9.963547747974971,10.920055227485339,13.76027247290519,15.395432809390286
10,5.309141596595769,7.519352356915318,9.729563117234868,11.0224535307122,12.65130281692364,14.86151357724319,16.15440399072052,19.99346403725151,22.20367479757106
15,7.0010112946997864,9.637280083652305,12.273548872604824,13.815667255963625,15.75850665039584,18.39477543934836,19.936893822707162,24.516002006091895,27.152270795044416
20,8.22949475172726,11.21698869714247,14.20448264255768,15.952054571757076,18.15373482230794,21.14122876772315,22.888800696922544,28.07797489288862,31.06546883830383
30,9.852722235612699,13.41610957716381,16.979496918714922,19.06394488906677,21.69003875847732,25.253426100028435,27.337874070380288,33.52735528134195,37.09074262289306
45,11.182970476983417,15.433265064329243,19.68355965167507,22.169822602290477,25.3021434782352,29.55243806558103,32.038701016196434,39.42131647948699,43.67161106683282
60,11.871243839789457,16.687797219754913,21.504350599720368,24.321853709721896,27.871487833221387,32.68804121318684,35.505544323188374,43.87173182665332,48.68828520661877
90,13.636860933178077,18.657189308412367,23.677517683646656,26.614221524465083,30.314030808429084,35.33435918366337,38.271063024481805,46.99120068368009,52.01152905891438
180,17.188203376668994,22.57705291428044,27.965902451891886,31.11817735342312,35.089574054781224,40.47842359239267,43.6306984939239,52.99094473289345,58.3797942705049
270,19.624621912704242,25.241458706430993,30.858295500157745,34.143934397158745,38.283349862182185,43.90018665590894,47.18582555290994,56.942077811660134,62.55891460538689
360,21.53605508386549,27.320477370317988,33.104899656770485,36.488569782680926,40.751489989924636,46.53591227637713,49.919582402287574,59.96692489598378,65.75134718243628
450,23.132457849655488,29.05030528988014,34.96815273010479,38.42987156762489,42.79112152259502,48.70896896281967,52.17068780033977,62.449785195534545,68.3676326357592
600,25.348626525874536,31.44304049554749,37.53745446522044,41.10245810135028,45.59383151360513,51.68824548327808,55.253249119407926,65.83903650133573,71.93345047100868
720,26.851459922489845,33.06049228727896,39.26952465206808,42.901575751233715,47.477418977147735,53.68645134193685,57.31850244110249,68.10337803180562,74.31241039659474
